suite,case_id,backend,status,result,expected,elapsed_sec,error_type,error_message,tags,source
synthetic,entitycount-10-operatorcount-2-constraintcount-3-ac2bc99b7cd482df,coso,error,,0,0.184449,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_replace_0, tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-ac2bc99b7cd482df,asp,unsolved,,0,0.162427,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_replace_0, tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-2-constraintcount-3-ac2bc99b7cd482df,essence,unsolved,,0,0.162916,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_replace_0, tuple_0).",synthetic;family=entitycount-10-operatorcount-2-constraintcount-3;entitycount=10;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-0-da813c6e10c6bc0c,wfomc,solved,7620480000000000000000,7620480000000000000000,1.394729,,,synthetic;family=entitycount-10-operatorcount-3-constraintcount-0;entitycount=10;operatorcount=3;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-0-da813c6e10c6bc0c,propositionalwfomc,error,,7620480000000000000000,9.873165,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-3-constraintcount-0;entitycount=10;operatorcount=3;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-0-da813c6e10c6bc0c,coso,error,,7620480000000000000000,0.158201,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (tuple_0, choose_tuple_0, choose_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-0;entitycount=10;operatorcount=3;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-0-da813c6e10c6bc0c,asp,unsolved,,7620480000000000000000,0.132363,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (tuple_0, choose_tuple_0, choose_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-0;entitycount=10;operatorcount=3;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-0-da813c6e10c6bc0c,essence,unsolved,,7620480000000000000000,0.136833,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (tuple_0, choose_tuple_0, choose_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-0;entitycount=10;operatorcount=3;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-1-21a5c4d4b04f0edc,wfomc,solved,69672960,69672960,1.911255,,,synthetic;family=entitycount-10-operatorcount-3-constraintcount-1;entitycount=10;operatorcount=3;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-1-21a5c4d4b04f0edc,propositionalwfomc,error,,69672960,7.667615,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-3-constraintcount-1;entitycount=10;operatorcount=3;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-1-21a5c4d4b04f0edc,coso,error,,69672960,0.166806,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-1;entitycount=10;operatorcount=3;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-1-21a5c4d4b04f0edc,asp,unsolved,,69672960,0.140152,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-1;entitycount=10;operatorcount=3;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-3-constraintcount-1-21a5c4d4b04f0edc,essence,unsolved,,69672960,0.150213,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_tuple_0).",synthetic;family=entitycount-10-operatorcount-3-constraintcount-1;entitycount=10;operatorcount=3;constraintcount=1;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-4-constraintcount-0-1d55d57c9bc62c08,wfomc,solved,292257000,292257000,18.624632,,,synthetic;family=entitycount-10-operatorcount-4-constraintcount-0;entitycount=10;operatorcount=4;constraintcount=0;depth=3,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-4-constraintcount-0-1d55d57c9bc62c08,propositionalwfomc,error,,292257000,13.063052,GanakError,ganak exited with code 255,synthetic;family=entitycount-10-operatorcount-4-constraintcount-0;entitycount=10;operatorcount=4;constraintcount=0;depth=3,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-4-constraintcount-0-1d55d57c9bc62c08,coso,error,,292257000,0.166093,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_1).",synthetic;family=entitycount-10-operatorcount-4-constraintcount-0;entitycount=10;operatorcount=4;constraintcount=0;depth=3,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-4-constraintcount-0-1d55d57c9bc62c08,asp,unsolved,,292257000,0.146256,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_1).",synthetic;family=entitycount-10-operatorcount-4-constraintcount-0;entitycount=10;operatorcount=4;constraintcount=0;depth=3,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-10-operatorcount-4-constraintcount-0-1d55d57c9bc62c08,essence,unsolved,,292257000,0.145770,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, choose_1).",synthetic;family=entitycount-10-operatorcount-4-constraintcount-0;entitycount=10;operatorcount=4;constraintcount=0;depth=3,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-0e214022b5c74f79,wfomc,solved,282429536481,282429536481,2.100938,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-0e214022b5c74f79,propositionalwfomc,error,,282429536481,10.245692,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-0e214022b5c74f79,coso,solved,282429536481,282429536481,0.129721,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-0e214022b5c74f79,asp,unsolved,0,282429536481,0.128410,WrongAnswer,"expected 282429536481, got 0",synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-0e214022b5c74f79,essence,unsolved,,282429536481,100.033799,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-2fa1824b6a3c1ed9,wfomc,solved,24300,24300,17.460805,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-2fa1824b6a3c1ed9,propositionalwfomc,error,,24300,5.493551,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-2fa1824b6a3c1ed9,coso,solved,24300,24300,0.133697,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-2fa1824b6a3c1ed9,asp,unsolved,22863,24300,0.383447,WrongAnswer,"expected 24300, got 22863",synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-2fa1824b6a3c1ed9,essence,unsolved,22863,24300,31.667238,WrongAnswer,"expected 24300, got 22863",synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-ce7572d4f8850d38,wfomc,solved,138600,138600,6.429202,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-ce7572d4f8850d38,propositionalwfomc,error,,138600,11.823778,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-ce7572d4f8850d38,coso,error,,138600,0.134498,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-ce7572d4f8850d38,asp,unsolved,,138600,0.104592,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-0-ce7572d4f8850d38,essence,unsolved,,138600,0.106877,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-0;entitycount=12;operatorcount=1;constraintcount=0;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-08fe511b37ff8c8b,wfomc,solved,2985984,2985984,0.408115,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-08fe511b37ff8c8b,propositionalwfomc,error,,2985984,2.498902,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-08fe511b37ff8c8b,coso,solved,2985984,2985984,0.156787,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-08fe511b37ff8c8b,asp,unsolved,,2985984,100.017139,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-08fe511b37ff8c8b,essence,unsolved,,2985984,100.019860,TimeoutError,Timed out after 100.000s,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-b076445cdbd23ad9,wfomc,solved,144,144,0.409451,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-b076445cdbd23ad9,propositionalwfomc,error,,144,1.583548,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-b076445cdbd23ad9,coso,solved,144,144,0.153648,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-b076445cdbd23ad9,asp,solved,144,144,0.138736,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-b076445cdbd23ad9,essence,solved,144,144,0.838667,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ba9466d0907590a1,wfomc,solved,0,0,1.362186,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ba9466d0907590a1,propositionalwfomc,error,,0,5.566830,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ba9466d0907590a1,coso,error,,0,0.234752,ValueError,n must be a non-negative integer,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ba9466d0907590a1,asp,unsolved,,0,0.210939,BaselineUnsupportedError,ASP baseline translator does not support partition.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ba9466d0907590a1,essence,unsolved,1,0,0.805970,WrongAnswer,"expected 0, got 1",synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ea4d1d2d0e0c9989,wfomc,solved,1,1,0.284330,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ea4d1d2d0e0c9989,propositionalwfomc,error,,1,0.375321,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ea4d1d2d0e0c9989,coso,solved,1,1,0.281789,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ea4d1d2d0e0c9989,asp,solved,1,1,0.145271,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-1-ea4d1d2d0e0c9989,essence,solved,1,1,3.380135,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-1;entitycount=12;operatorcount=1;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-51bc0a7fa356cdda,wfomc,solved,0,0,1.146775,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-51bc0a7fa356cdda,propositionalwfomc,error,,0,1.759136,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-51bc0a7fa356cdda,coso,error,,0,0.146273,CoSoEncodingError,CoSo backend does not support BagSubsetConstraint.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-51bc0a7fa356cdda,asp,unsolved,,0,0.118284,CoSoEncodingError,CoSo backend does not support BagSubsetConstraint.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-51bc0a7fa356cdda,essence,unsolved,,0,0.136761,CoSoEncodingError,CoSo backend does not support BagSubsetConstraint.,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-8a245475e7f46331,wfomc,solved,0,0,0.674947,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-8a245475e7f46331,propositionalwfomc,error,,0,1.530778,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-8a245475e7f46331,coso,solved,0,0,0.229132,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-8a245475e7f46331,asp,solved,0,0,0.172513,,,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-1-constraintcount-2-8a245475e7f46331,essence,unsolved,,0,0.412791,RuntimeError,Error:,synthetic;family=entitycount-12-operatorcount-1-constraintcount-2;entitycount=12;operatorcount=1;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-1-e92b0c267ac36aa3,wfomc,solved,381608820557217792000000,381608820557217792000000,4.209260,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-1;entitycount=12;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-1-e92b0c267ac36aa3,propositionalwfomc,error,,381608820557217792000000,31.450608,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-2-constraintcount-1;entitycount=12;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-1-e92b0c267ac36aa3,coso,error,,381608820557217792000000,0.176269,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, tuple_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-1;entitycount=12;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-1-e92b0c267ac36aa3,asp,unsolved,,381608820557217792000000,0.145682,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, tuple_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-1;entitycount=12;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-1-e92b0c267ac36aa3,essence,unsolved,,381608820557217792000000,0.137619,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (circle_0, tuple_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-1;entitycount=12;operatorcount=2;constraintcount=1;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-1e1d2cca7ccda018,wfomc,solved,0,0,26.621943,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-1e1d2cca7ccda018,propositionalwfomc,error,,0,45.553474,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-1e1d2cca7ccda018,coso,error,,0,0.279298,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-1e1d2cca7ccda018,asp,unsolved,,0,0.266223,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-1e1d2cca7ccda018,essence,unsolved,,0,0.280995,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (partition_0, compose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-c78cb8b649394a2c,wfomc,solved,130,130,1.004468,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-c78cb8b649394a2c,propositionalwfomc,error,,130,2.345517,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-c78cb8b649394a2c,coso,wrong,23,130,0.303770,WrongAnswer,"expected 130, got 23",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-c78cb8b649394a2c,asp,unsolved,59,130,0.210172,WrongAnswer,"expected 130, got 59",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-c78cb8b649394a2c,essence,unsolved,23,130,4.144653,WrongAnswer,"expected 130, got 23",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=2,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-fa1dc20238ac9c90,wfomc,solved,2119162484037564028983150,2119162484037564028983150,1.203148,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-fa1dc20238ac9c90,propositionalwfomc,error,,2119162484037564028983150,10.147907,GanakError,ganak exited with code 255,synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-fa1dc20238ac9c90,coso,error,,2119162484037564028983150,0.169563,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_tuple_0, choose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-fa1dc20238ac9c90,asp,unsolved,,2119162484037564028983150,0.145309,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_tuple_0, choose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-2-fa1dc20238ac9c90,essence,unsolved,,2119162484037564028983150,0.136786,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (choose_tuple_0, choose_0).",synthetic;family=entitycount-12-operatorcount-2-constraintcount-2;entitycount=12;operatorcount=2;constraintcount=2;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-3-249459aa535b2cc5,wfomc,solved,0,0,0.211440,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-3;entitycount=12;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-3-249459aa535b2cc5,propositionalwfomc,solved,0,0,0.216801,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-3;entitycount=12;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-3-249459aa535b2cc5,coso,solved,0,0,0.205970,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-3;entitycount=12;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-3-249459aa535b2cc5,asp,solved,0,0,0.187554,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-3;entitycount=12;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
synthetic,entitycount-12-operatorcount-2-constraintcount-3-249459aa535b2cc5,essence,solved,0,0,0.192106,,,synthetic;family=entitycount-12-operatorcount-2-constraintcount-3;entitycount=12;operatorcount=2;constraintcount=3;depth=1,problems/benchmarks/synthetic/manifest.json
